,YearMonthDay,Year,Month,YearMonth,reporterCode,flowCode,partnerISO,HS4,HS4 Description,cifvalue,fobvalue,primaryValue
C,20200101,2020,1,202001,USA,Export,Afghanistan,TOTAL,All Commodities,57945362,57945362,4
C,20200101,2020,1,202001,USA,Export,Albania,TOTAL,All Commodities,3751018,3751018,4
C,20200101,2020,1,202001,USA,Export,Algeria,TOTAL,All Commodities,73749612,73749612,4
C,20200101,2020,1,202001,USA,Export,Andorra,TOTAL,All Commodities,392320,392320,4
C,20200101,2020,1,202001,USA,Export,Angola,TOTAL,All Commodities,35210668,35210668,4
C,20200101,2020,1,202001,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,38820390,38820390,4
C,20200101,2020,1,202001,USA,Export,Azerbaijan,TOTAL,All Commodities,20073831,20073831,4
C,20200101,2020,1,202001,USA,Export,Argentina,TOTAL,All Commodities,522737056,522737056,4
C,20200101,2020,1,202001,USA,Export,Australia,TOTAL,All Commodities,1721963437,1721963437,4
C,20200101,2020,1,202001,USA,Export,Austria,TOTAL,All Commodities,239476759,239476759,4
C,20200101,2020,1,202001,USA,Export,Bahamas,TOTAL,All Commodities,223912302,223912302,4
C,20200101,2020,1,202001,USA,Export,Bahrain,TOTAL,All Commodities,75465536,75465536,4
C,20200101,2020,1,202001,USA,Export,Bangladesh,TOTAL,All Commodities,176584614,176584614,4
C,20200101,2020,1,202001,USA,Export,Armenia,TOTAL,All Commodities,2749960,2749960,4
C,20200101,2020,1,202001,USA,Export,Barbados,TOTAL,All Commodities,45562554,45562554,4
C,20200101,2020,1,202001,USA,Export,Belgium,TOTAL,All Commodities,2594042952,2594042952,4
C,20200101,2020,1,202001,USA,Export,Bermuda,TOTAL,All Commodities,91091275,91091275,4
C,20200101,2020,1,202001,USA,Export,Bhutan,TOTAL,All Commodities,214360,214360,4
C,20200101,2020,1,202001,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,32262608,32262608,4
C,20200101,2020,1,202001,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,669922,669922,4
C,20200101,2020,1,202001,USA,Export,Botswana,TOTAL,All Commodities,19172379,19172379,4
C,20200101,2020,1,202001,USA,Export,Brazil,TOTAL,All Commodities,3480653620,3480653620,4
C,20200101,2020,1,202001,USA,Export,Belize,TOTAL,All Commodities,23591803,23591803,4
C,20200101,2020,1,202001,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,435203,435203,4
C,20200101,2020,1,202001,USA,Export,Solomon Isds,TOTAL,All Commodities,498996,498996,4
C,20200101,2020,1,202001,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,86716249,86716249,4
C,20200101,2020,1,202001,USA,Export,Brunei Darussalam,TOTAL,All Commodities,6039026,6039026,4
C,20200101,2020,1,202001,USA,Export,Bulgaria,TOTAL,All Commodities,20480547,20480547,4
C,20200101,2020,1,202001,USA,Export,Myanmar,TOTAL,All Commodities,39607344,39607344,4
C,20200101,2020,1,202001,USA,Export,Burundi,TOTAL,All Commodities,251156,251156,4
C,20200101,2020,1,202001,USA,Export,Belarus,TOTAL,All Commodities,3953131,3953131,4
C,20200101,2020,1,202001,USA,Export,Cambodia,TOTAL,All Commodities,25936316,25936316,4
C,20200101,2020,1,202001,USA,Export,Cameroon,TOTAL,All Commodities,48393708,48393708,4
C,20200101,2020,1,202001,USA,Export,Canada,TOTAL,All Commodities,22531629025,22531629025,4
C,20200101,2020,1,202001,USA,Export,Cabo Verde,TOTAL,All Commodities,1144750,1144750,4
C,20200101,2020,1,202001,USA,Export,Cayman Isds,TOTAL,All Commodities,67684143,67684143,4
C,20200101,2020,1,202001,USA,Export,Central African Rep.,TOTAL,All Commodities,291420,291420,4
C,20200101,2020,1,202001,USA,Export,Sri Lanka,TOTAL,All Commodities,28193227,28193227,4
C,20200101,2020,1,202001,USA,Export,Chad,TOTAL,All Commodities,7337956,7337956,4
C,20200101,2020,1,202001,USA,Export,Chile,TOTAL,All Commodities,1203483509,1203483509,4
C,20200101,2020,1,202001,USA,Export,China,TOTAL,All Commodities,7215277367,7215277367,4
C,20200101,2020,1,202001,USA,Export,Christmas Isds,TOTAL,All Commodities,19905,19905,0
C,20200101,2020,1,202001,USA,Export,Cocos Isds,TOTAL,All Commodities,12045,12045,4
C,20200101,2020,1,202001,USA,Export,Colombia,TOTAL,All Commodities,1348189626,1348189626,4
C,20200101,2020,1,202001,USA,Export,Comoros,TOTAL,All Commodities,229277,229277,4
C,20200101,2020,1,202001,USA,Export,Congo,TOTAL,All Commodities,3824994,3824994,4
C,20200101,2020,1,202001,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,8276262,8276262,4
C,20200101,2020,1,202001,USA,Export,Cook Isds,TOTAL,All Commodities,458894,458894,4
C,20200101,2020,1,202001,USA,Export,Costa Rica,TOTAL,All Commodities,590772722,590772722,4
C,20200101,2020,1,202001,USA,Export,Croatia,TOTAL,All Commodities,47760857,47760857,4
C,20200101,2020,1,202001,USA,Export,Cuba,TOTAL,All Commodities,14498273,14498273,4
C,20200101,2020,1,202001,USA,Export,Cyprus,TOTAL,All Commodities,6646659,6646659,4
C,20200101,2020,1,202001,USA,Export,Czechia,TOTAL,All Commodities,266762051,266762051,4
C,20200101,2020,1,202001,USA,Export,Benin,TOTAL,All Commodities,18332982,18332982,4
C,20200101,2020,1,202001,USA,Export,Denmark,TOTAL,All Commodities,369148731,369148731,4
C,20200101,2020,1,202001,USA,Export,Dominica,TOTAL,All Commodities,3985266,3985266,4
C,20200101,2020,1,202001,USA,Export,Dominican Rep.,TOTAL,All Commodities,732118435,732118435,4
C,20200101,2020,1,202001,USA,Export,Ecuador,TOTAL,All Commodities,533531464,533531464,4
C,20200101,2020,1,202001,USA,Export,El Salvador,TOTAL,All Commodities,320539867,320539867,4
C,20200101,2020,1,202001,USA,Export,Equatorial Guinea,TOTAL,All Commodities,16811392,16811392,4
C,20200101,2020,1,202001,USA,Export,Ethiopia,TOTAL,All Commodities,67291578,67291578,4
C,20200101,2020,1,202001,USA,Export,Eritrea,TOTAL,All Commodities,196240,196240,4
C,20200101,2020,1,202001,USA,Export,Estonia,TOTAL,All Commodities,22178775,22178775,4
C,20200101,2020,1,202001,USA,Export,Faroe Isds,TOTAL,All Commodities,51539,51539,0
C,20200101,2020,1,202001,USA,Export,Falkland Isds (Malvinas),TOTAL,All Commodities,6272,6272,4
C,20200101,2020,1,202001,USA,Export,Fiji,TOTAL,All Commodities,4047103,4047103,4
C,20200101,2020,1,202001,USA,Export,Finland,TOTAL,All Commodities,98699507,98699507,4
C,20200101,2020,1,202001,USA,Export,France,TOTAL,All Commodities,3493931778,3493931778,4
C,20200101,2020,1,202001,USA,Export,French Polynesia,TOTAL,All Commodities,9112577,9112577,4
C,20200101,2020,1,202001,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,54162,54162,4
C,20200101,2020,1,202001,USA,Export,Djibouti,TOTAL,All Commodities,7734373,7734373,4
C,20200101,2020,1,202001,USA,Export,Gabon,TOTAL,All Commodities,11277180,11277180,4
C,20200101,2020,1,202001,USA,Export,Georgia,TOTAL,All Commodities,41421252,41421252,4
C,20200101,2020,1,202001,USA,Export,Gambia,TOTAL,All Commodities,2842447,2842447,4
C,20200101,2020,1,202001,USA,Export,State of Palestine,TOTAL,All Commodities,59997,59997,4
C,20200101,2020,1,202001,USA,Export,Germany,TOTAL,All Commodities,4623431129,4623431129,4
C,20200101,2020,1,202001,USA,Export,Ghana,TOTAL,All Commodities,58954166,58954166,4
C,20200101,2020,1,202001,USA,Export,Gibraltar,TOTAL,All Commodities,68457137,68457137,4
C,20200101,2020,1,202001,USA,Export,Kiribati,TOTAL,All Commodities,285444,285444,4
C,20200101,2020,1,202001,USA,Export,Greece,TOTAL,All Commodities,179021097,179021097,4
C,20200101,2020,1,202001,USA,Export,Greenland,TOTAL,All Commodities,144994,144994,4
C,20200101,2020,1,202001,USA,Export,Grenada,TOTAL,All Commodities,9304489,9304489,4
C,20200101,2020,1,202001,USA,Export,Guatemala,TOTAL,All Commodities,524309759,524309759,4
C,20200101,2020,1,202001,USA,Export,Guinea,TOTAL,All Commodities,13567343,13567343,4
C,20200101,2020,1,202001,USA,Export,Guyana,TOTAL,All Commodities,41875478,41875478,4
C,20200101,2020,1,202001,USA,Export,Haiti,TOTAL,All Commodities,95754798,95754798,4
C,20200101,2020,1,202001,USA,Export,Holy See (Vatican City State),TOTAL,All Commodities,77233,77233,4
C,20200101,2020,1,202001,USA,Export,Honduras,TOTAL,All Commodities,402415277,402415277,4
C,20200101,2020,1,202001,USA,Export,"China, Hong Kong SAR",TOTAL,All Commodities,1969375621,1969375621,4
C,20200101,2020,1,202001,USA,Export,Hungary,TOTAL,All Commodities,161892016,161892016,4
C,20200101,2020,1,202001,USA,Export,Iceland,TOTAL,All Commodities,25665053,25665053,4
C,20200101,2020,1,202001,USA,Export,Indonesia,TOTAL,All Commodities,573076874,573076874,4
C,20200101,2020,1,202001,USA,Export,Iran,TOTAL,All Commodities,3727417,3727417,4
C,20200101,2020,1,202001,USA,Export,Iraq,TOTAL,All Commodities,72805112,72805112,4
C,20200101,2020,1,202001,USA,Export,Ireland,TOTAL,All Commodities,858034477,858034477,4
C,20200101,2020,1,202001,USA,Export,Israel,TOTAL,All Commodities,986602973,986602973,4
C,20200101,2020,1,202001,USA,Export,Italy,TOTAL,All Commodities,1742125716,1742125716,4
C,20200101,2020,1,202001,USA,Export,Côte d'Ivoire,TOTAL,All Commodities,13825447,13825447,4
C,20200101,2020,1,202001,USA,Export,Jamaica,TOTAL,All Commodities,186258444,186258444,4
C,20200101,2020,1,202001,USA,Export,Japan,TOTAL,All Commodities,5454265637,5454265637,4
C,20200101,2020,1,202001,USA,Export,Kazakhstan,TOTAL,All Commodities,72019603,72019603,4
C,20200101,2020,1,202001,USA,Export,Jordan,TOTAL,All Commodities,131614358,131614358,4
C,20200101,2020,1,202001,USA,Export,Kenya,TOTAL,All Commodities,27975441,27975441,4
C,20200101,2020,1,202001,USA,Export,Rep. of Korea,TOTAL,All Commodities,5117574612,5117574612,4
C,20200101,2020,1,202001,USA,Export,Kuwait,TOTAL,All Commodities,189365981,189365981,4
C,20200101,2020,1,202001,USA,Export,Kyrgyzstan,TOTAL,All Commodities,968150,968150,4
C,20200101,2020,1,202001,USA,Export,Lao People's Dem. Rep.,TOTAL,All Commodities,1742199,1742199,4
C,20200101,2020,1,202001,USA,Export,Lebanon,TOTAL,All Commodities,22497632,22497632,4
C,20200101,2020,1,202001,USA,Export,Lesotho,TOTAL,All Commodities,142635,142635,4
C,20200101,2020,1,202001,USA,Export,Latvia,TOTAL,All Commodities,15527203,15527203,4
C,20200101,2020,1,202001,USA,Export,Liberia,TOTAL,All Commodities,4102668,4102668,4
C,20200101,2020,1,202001,USA,Export,Libya,TOTAL,All Commodities,35728755,35728755,4
C,20200101,2020,1,202001,USA,Export,Lithuania,TOTAL,All Commodities,70324346,70324346,4
C,20200101,2020,1,202001,USA,Export,Luxembourg,TOTAL,All Commodities,157965444,157965444,4
C,20200101,2020,1,202001,USA,Export,"China, Macao SAR",TOTAL,All Commodities,15372765,15372765,4
C,20200101,2020,1,202001,USA,Export,Madagascar,TOTAL,All Commodities,4997350,4997350,4
C,20200101,2020,1,202001,USA,Export,Malawi,TOTAL,All Commodities,521791,521791,4
C,20200101,2020,1,202001,USA,Export,Malaysia,TOTAL,All Commodities,1250141071,1250141071,4
C,20200101,2020,1,202001,USA,Export,Maldives,TOTAL,All Commodities,2712252,2712252,4
C,20200101,2020,1,202001,USA,Export,Mali,TOTAL,All Commodities,6098354,6098354,4
C,20200101,2020,1,202001,USA,Export,Malta,TOTAL,All Commodities,38258321,38258321,4
C,20200101,2020,1,202001,USA,Export,Mauritania,TOTAL,All Commodities,3706531,3706531,4
C,20200101,2020,1,202001,USA,Export,Mauritius,TOTAL,All Commodities,2330539,2330539,4
C,20200101,2020,1,202001,USA,Export,Mexico,TOTAL,All Commodities,20833957402,20833957402,4
C,20200101,2020,1,202001,USA,Export,"Other Asia, nes",TOTAL,All Commodities,2720164575,2720164575,4
C,20200101,2020,1,202001,USA,Export,Mongolia,TOTAL,All Commodities,9590087,9590087,4
C,20200101,2020,1,202001,USA,Export,Rep. of Moldova,TOTAL,All Commodities,1045352,1045352,4
C,20200101,2020,1,202001,USA,Export,Montenegro,TOTAL,All Commodities,1220430,1220430,4
C,20200101,2020,1,202001,USA,Export,Montserrat,TOTAL,All Commodities,599828,599828,4
C,20200101,2020,1,202001,USA,Export,Morocco,TOTAL,All Commodities,279446757,279446757,4
C,20200101,2020,1,202001,USA,Export,Mozambique,TOTAL,All Commodities,14814495,14814495,4
C,20200101,2020,1,202001,USA,Export,Oman,TOTAL,All Commodities,110228513,110228513,4
C,20200101,2020,1,202001,USA,Export,Namibia,TOTAL,All Commodities,7851318,7851318,4
C,20200101,2020,1,202001,USA,Export,Nauru,TOTAL,All Commodities,22272,22272,4
C,20200101,2020,1,202001,USA,Export,Nepal,TOTAL,All Commodities,18615049,18615049,4
C,20200101,2020,1,202001,USA,Export,Netherlands,TOTAL,All Commodities,4270794751,4270794751,4
C,20200101,2020,1,202001,USA,Export,Curaçao,TOTAL,All Commodities,16944656,16944656,4
C,20200101,2020,1,202001,USA,Export,Aruba,TOTAL,All Commodities,41921205,41921205,4
C,20200101,2020,1,202001,USA,Export,Sint Maarten,TOTAL,All Commodities,74464917,74464917,4
C,20200101,2020,1,202001,USA,Export,New Caledonia,TOTAL,All Commodities,4618951,4618951,4
C,20200101,2020,1,202001,USA,Export,Vanuatu,TOTAL,All Commodities,162748,162748,4
C,20200101,2020,1,202001,USA,Export,New Zealand,TOTAL,All Commodities,258122064,258122064,4
C,20200101,2020,1,202001,USA,Export,Nicaragua,TOTAL,All Commodities,109262331,109262331,4
C,20200101,2020,1,202001,USA,Export,Niger,TOTAL,All Commodities,9321249,9321249,4
C,20200101,2020,1,202001,USA,Export,Nigeria,TOTAL,All Commodities,186872195,186872195,4
C,20200101,2020,1,202001,USA,Export,Niue,TOTAL,All Commodities,32966,32966,4
C,20200101,2020,1,202001,USA,Export,Norway,TOTAL,All Commodities,234229992,234229992,4
C,20200101,2020,1,202001,USA,Export,FS Micronesia,TOTAL,All Commodities,2309995,2309995,4
C,20200101,2020,1,202001,USA,Export,Marshall Isds,TOTAL,All Commodities,4483656,4483656,4
C,20200101,2020,1,202001,USA,Export,Palau,TOTAL,All Commodities,3492056,3492056,4
C,20200101,2020,1,202001,USA,Export,Pakistan,TOTAL,All Commodities,314991779,314991779,4
C,20200101,2020,1,202001,USA,Export,Panama,TOTAL,All Commodities,560830987,560830987,4
C,20200101,2020,1,202001,USA,Export,Papua New Guinea,TOTAL,All Commodities,7830605,7830605,4
C,20200101,2020,1,202001,USA,Export,Paraguay,TOTAL,All Commodities,144840484,144840484,4
C,20200101,2020,1,202001,USA,Export,Peru,TOTAL,All Commodities,865083012,865083012,4
C,20200101,2020,1,202001,USA,Export,Philippines,TOTAL,All Commodities,713005675,713005675,4
C,20200101,2020,1,202001,USA,Export,Poland,TOTAL,All Commodities,454968563,454968563,4
C,20200101,2020,1,202001,USA,Export,Portugal,TOTAL,All Commodities,167554251,167554251,4
C,20200101,2020,1,202001,USA,Export,Guinea-Bissau,TOTAL,All Commodities,49881,49881,4
C,20200101,2020,1,202001,USA,Export,Timor-Leste,TOTAL,All Commodities,49746,49746,4
C,20200101,2020,1,202001,USA,Export,Qatar,TOTAL,All Commodities,364078480,364078480,4
C,20200101,2020,1,202001,USA,Export,Romania,TOTAL,All Commodities,91725641,91725641,4
C,20200101,2020,1,202001,USA,Export,Russian Federation,TOTAL,All Commodities,338962119,338962119,4
C,20200101,2020,1,202001,USA,Export,Rwanda,TOTAL,All Commodities,4933628,4933628,4
C,20200101,2020,1,202001,USA,Export,Saint Helena,TOTAL,All Commodities,74688,74688,4
C,20200101,2020,1,202001,USA,Export,Saint Kitts and Nevis,TOTAL,All Commodities,18239516,18239516,4
C,20200101,2020,1,202001,USA,Export,Anguilla,TOTAL,All Commodities,5033606,5033606,4
C,20200101,2020,1,202001,USA,Export,Saint Lucia,TOTAL,All Commodities,94820627,94820627,4
C,20200101,2020,1,202001,USA,Export,Saint Pierre and Miquelon,TOTAL,All Commodities,171875,171875,0
C,20200101,2020,1,202001,USA,Export,Saint Vincent and the Grenadines,TOTAL,All Commodities,7940128,7940128,4
C,20200101,2020,1,202001,USA,Export,San Marino,TOTAL,All Commodities,78751,78751,4
C,20200101,2020,1,202001,USA,Export,Sao Tome and Principe,TOTAL,All Commodities,77831,77831,4
C,20200101,2020,1,202001,USA,Export,Saudi Arabia,TOTAL,All Commodities,822588631,822588631,4
C,20200101,2020,1,202001,USA,Export,Senegal,TOTAL,All Commodities,31683460,31683460,4
C,20200101,2020,1,202001,USA,Export,Serbia,TOTAL,All Commodities,11665163,11665163,4
C,20200101,2020,1,202001,USA,Export,Seychelles,TOTAL,All Commodities,1042713,1042713,4
C,20200101,2020,1,202001,USA,Export,Sierra Leone,TOTAL,All Commodities,3461499,3461499,4
C,20200101,2020,1,202001,USA,Export,India,TOTAL,All Commodities,2894239113,2894239113,4
C,20200101,2020,1,202001,USA,Export,Singapore,TOTAL,All Commodities,2449275893,2449275893,4
C,20200101,2020,1,202001,USA,Export,Slovakia,TOTAL,All Commodities,29457402,29457402,4
C,20200101,2020,1,202001,USA,Export,Viet Nam,TOTAL,All Commodities,875120447,875120447,4
C,20200101,2020,1,202001,USA,Export,Slovenia,TOTAL,All Commodities,15896279,15896279,4
C,20200101,2020,1,202001,USA,Export,Somalia,TOTAL,All Commodities,3945333,3945333,4
C,20200101,2020,1,202001,USA,Export,South Africa,TOTAL,All Commodities,383463903,383463903,4
C,20200101,2020,1,202001,USA,Export,Zimbabwe,TOTAL,All Commodities,2133558,2133558,4
C,20200101,2020,1,202001,USA,Export,Spain,TOTAL,All Commodities,1523786789,1523786789,4
C,20200101,2020,1,202001,USA,Export,South Sudan,TOTAL,All Commodities,644026,644026,4
C,20200101,2020,1,202001,USA,Export,Sudan,TOTAL,All Commodities,3624560,3624560,4
C,20200101,2020,1,202001,USA,Export,Suriname,TOTAL,All Commodities,29682679,29682679,4
C,20200101,2020,1,202001,USA,Export,Eswatini,TOTAL,All Commodities,1450331,1450331,4
C,20200101,2020,1,202001,USA,Export,Sweden,TOTAL,All Commodities,331766299,331766299,4
C,20200101,2020,1,202001,USA,Export,Switzerland,TOTAL,All Commodities,1385679068,1385679068,4
C,20200101,2020,1,202001,USA,Export,Syria,TOTAL,All Commodities,53665,53665,4
C,20200101,2020,1,202001,USA,Export,Tajikistan,TOTAL,All Commodities,626648,626648,4
C,20200101,2020,1,202001,USA,Export,Thailand,TOTAL,All Commodities,1140266560,1140266560,4
C,20200101,2020,1,202001,USA,Export,Togo,TOTAL,All Commodities,7622324,7622324,4
C,20200101,2020,1,202001,USA,Export,Tokelau,TOTAL,All Commodities,551,551,0
C,20200101,2020,1,202001,USA,Export,Tonga,TOTAL,All Commodities,2619119,2619119,4
C,20200101,2020,1,202001,USA,Export,Trinidad and Tobago,TOTAL,All Commodities,242510121,242510121,4
C,20200101,2020,1,202001,USA,Export,United Arab Emirates,TOTAL,All Commodities,1482858834,1482858834,4
C,20200101,2020,1,202001,USA,Export,Tunisia,TOTAL,All Commodities,30135326,30135326,4
C,20200101,2020,1,202001,USA,Export,Türkiye,TOTAL,All Commodities,1175728908,1175728908,4
C,20200101,2020,1,202001,USA,Export,Turkmenistan,TOTAL,All Commodities,2519859,2519859,4
C,20200101,2020,1,202001,USA,Export,Turks and Caicos Isds,TOTAL,All Commodities,31311347,31311347,4
C,20200101,2020,1,202001,USA,Export,Tuvalu,TOTAL,All Commodities,875483,875483,4
C,20200101,2020,1,202001,USA,Export,Uganda,TOTAL,All Commodities,9843259,9843259,4
C,20200101,2020,1,202001,USA,Export,Ukraine,TOTAL,All Commodities,142484931,142484931,4
C,20200101,2020,1,202001,USA,Export,North Macedonia,TOTAL,All Commodities,4081300,4081300,4
C,20200101,2020,1,202001,USA,Export,Egypt,TOTAL,All Commodities,401207642,401207642,4
C,20200101,2020,1,202001,USA,Export,United Kingdom,TOTAL,All Commodities,5830704121,5830704121,4
C,20200101,2020,1,202001,USA,Export,United Rep. of Tanzania,TOTAL,All Commodities,47153863,47153863,4
C,20200101,2020,1,202001,USA,Export,Burkina Faso,TOTAL,All Commodities,4823003,4823003,4
C,20200101,2020,1,202001,USA,Export,Uruguay,TOTAL,All Commodities,132504220,132504220,4
C,20200101,2020,1,202001,USA,Export,Uzbekistan,TOTAL,All Commodities,5187134,5187134,4
C,20200101,2020,1,202001,USA,Export,Venezuela,TOTAL,All Commodities,51445270,51445270,4
C,20200101,2020,1,202001,USA,Export,Wallis and Futuna Isds,TOTAL,All Commodities,76319,76319,4
C,20200101,2020,1,202001,USA,Export,Samoa,TOTAL,All Commodities,2849155,2849155,4
C,20200101,2020,1,202001,USA,Export,Yemen,TOTAL,All Commodities,10976925,10976925,4
C,20200101,2020,1,202001,USA,Export,Zambia,TOTAL,All Commodities,3293473,3293473,4
C,20200201,2020,2,202002,USA,Export,Afghanistan,TOTAL,All Commodities,83448020,83448020,4
C,20200201,2020,2,202002,USA,Export,Albania,TOTAL,All Commodities,6180073,6180073,4
C,20200201,2020,2,202002,USA,Export,Algeria,TOTAL,All Commodities,37315257,37315257,4
C,20200201,2020,2,202002,USA,Export,Andorra,TOTAL,All Commodities,936877,936877,4
C,20200201,2020,2,202002,USA,Export,Angola,TOTAL,All Commodities,35372948,35372948,4
C,20200201,2020,2,202002,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,28446702,28446702,4
C,20200201,2020,2,202002,USA,Export,Azerbaijan,TOTAL,All Commodities,18878255,18878255,4
C,20200201,2020,2,202002,USA,Export,Argentina,TOTAL,All Commodities,521647135,521647135,4
C,20200201,2020,2,202002,USA,Export,Australia,TOTAL,All Commodities,2180438468,2180438468,4
C,20200201,2020,2,202002,USA,Export,Austria,TOTAL,All Commodities,246066915,246066915,4
C,20200201,2020,2,202002,USA,Export,Bahamas,TOTAL,All Commodities,234606904,234606904,4
C,20200201,2020,2,202002,USA,Export,Bahrain,TOTAL,All Commodities,80198308,80198308,4
C,20200201,2020,2,202002,USA,Export,Bangladesh,TOTAL,All Commodities,195463044,195463044,4
C,20200201,2020,2,202002,USA,Export,Armenia,TOTAL,All Commodities,2684468,2684468,4
C,20200201,2020,2,202002,USA,Export,Barbados,TOTAL,All Commodities,44049153,44049153,4
C,20200201,2020,2,202002,USA,Export,Belgium,TOTAL,All Commodities,2987738359,2987738359,4
C,20200201,2020,2,202002,USA,Export,Bermuda,TOTAL,All Commodities,40210229,40210229,4
C,20200201,2020,2,202002,USA,Export,Bhutan,TOTAL,All Commodities,99843,99843,4
C,20200201,2020,2,202002,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,53571025,53571025,4
C,20200201,2020,2,202002,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,3048499,3048499,4
C,20200201,2020,2,202002,USA,Export,Botswana,TOTAL,All Commodities,1355012,1355012,4
C,20200201,2020,2,202002,USA,Export,Brazil,TOTAL,All Commodities,3318832756,3318832756,4
C,20200201,2020,2,202002,USA,Export,Belize,TOTAL,All Commodities,27288904,27288904,4
C,20200201,2020,2,202002,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,427160,427160,4
C,20200201,2020,2,202002,USA,Export,Solomon Isds,TOTAL,All Commodities,595154,595154,4
C,20200201,2020,2,202002,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,36703526,36703526,4
C,20200201,2020,2,202002,USA,Export,Brunei Darussalam,TOTAL,All Commodities,11065663,11065663,4
C,20200201,2020,2,202002,USA,Export,Bulgaria,TOTAL,All Commodities,21954775,21954775,4
C,20200201,2020,2,202002,USA,Export,Myanmar,TOTAL,All Commodities,36516900,36516900,4
C,20200201,2020,2,202002,USA,Export,Burundi,TOTAL,All Commodities,577722,577722,4
C,20200201,2020,2,202002,USA,Export,Belarus,TOTAL,All Commodities,7940779,7940779,4
C,20200201,2020,2,202002,USA,Export,Cambodia,TOTAL,All Commodities,27228894,27228894,4
C,20200201,2020,2,202002,USA,Export,Cameroon,TOTAL,All Commodities,10661523,10661523,4
C,20200201,2020,2,202002,USA,Export,Canada,TOTAL,All Commodities,23142250838,23142250838,4
C,20200201,2020,2,202002,USA,Export,Cabo Verde,TOTAL,All Commodities,566464,566464,4
C,20200201,2020,2,202002,USA,Export,Cayman Isds,TOTAL,All Commodities,71942777,71942777,4
C,20200201,2020,2,202002,USA,Export,Central African Rep.,TOTAL,All Commodities,1163692,1163692,4
C,20200201,2020,2,202002,USA,Export,Sri Lanka,TOTAL,All Commodities,54813654,54813654,4
C,20200201,2020,2,202002,USA,Export,Chad,TOTAL,All Commodities,3930056,3930056,4
C,20200201,2020,2,202002,USA,Export,Chile,TOTAL,All Commodities,1311229961,1311229961,4
C,20200201,2020,2,202002,USA,Export,China,TOTAL,All Commodities,6815003227,6815003227,4
C,20200201,2020,2,202002,USA,Export,Christmas Isds,TOTAL,All Commodities,423179,423179,4
C,20200201,2020,2,202002,USA,Export,Cocos Isds,TOTAL,All Commodities,21008,21008,0
C,20200201,2020,2,202002,USA,Export,Colombia,TOTAL,All Commodities,1404600370,1404600370,4
C,20200201,2020,2,202002,USA,Export,Comoros,TOTAL,All Commodities,43046,43046,4
C,20200201,2020,2,202002,USA,Export,Congo,TOTAL,All Commodities,6166762,6166762,4
C,20200201,2020,2,202002,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,2895537,2895537,4
C,20200201,2020,2,202002,USA,Export,Cook Isds,TOTAL,All Commodities,201353,201353,4
C,20200201,2020,2,202002,USA,Export,Costa Rica,TOTAL,All Commodities,585135864,585135864,4
C,20200201,2020,2,202002,USA,Export,Croatia,TOTAL,All Commodities,18964202,18964202,4
C,20200201,2020,2,202002,USA,Export,Cuba,TOTAL,All Commodities,17274922,17274922,4
C,20200201,2020,2,202002,USA,Export,Cyprus,TOTAL,All Commodities,17205441,17205441,4
C,20200201,2020,2,202002,USA,Export,Czechia,TOTAL,All Commodities,254511223,254511223,4
C,20200201,2020,2,202002,USA,Export,Benin,TOTAL,All Commodities,16997264,16997264,4
C,20200201,2020,2,202002,USA,Export,Denmark,TOTAL,All Commodities,276880678,276880678,4
C,20200201,2020,2,202002,USA,Export,Dominica,TOTAL,All Commodities,29999526,29999526,4
C,20200201,2020,2,202002,USA,Export,Dominican Rep.,TOTAL,All Commodities,692381433,692381433,4
C,20200201,2020,2,202002,USA,Export,Ecuador,TOTAL,All Commodities,389856439,389856439,4
C,20200201,2020,2,202002,USA,Export,El Salvador,TOTAL,All Commodities,291678100,291678100,4
C,20200201,2020,2,202002,USA,Export,Equatorial Guinea,TOTAL,All Commodities,5230923,5230923,4
C,20200201,2020,2,202002,USA,Export,Ethiopia,TOTAL,All Commodities,16640752,16640752,4
C,20200201,2020,2,202002,USA,Export,Eritrea,TOTAL,All Commodities,47173,47173,4
C,20200201,2020,2,202002,USA,Export,Estonia,TOTAL,All Commodities,28826805,28826805,4
C,20200201,2020,2,202002,USA,Export,Faroe Isds,TOTAL,All Commodities,728002,728002,4
C,20200201,2020,2,202002,USA,Export,Falkland Isds (Malvinas),TOTAL,All Commodities,3271,3271,4
C,20200201,2020,2,202002,USA,Export,Fiji,TOTAL,All Commodities,3059565,3059565,4
C,20200201,2020,2,202002,USA,Export,Finland,TOTAL,All Commodities,116890705,116890705,4
C,20200201,2020,2,202002,USA,Export,France,TOTAL,All Commodities,3374621741,3374621741,4
C,20200201,2020,2,202002,USA,Export,French Polynesia,TOTAL,All Commodities,7058543,7058543,4
