,YearMonthDay,Year,Month,YearMonth,reporterCode,flowCode,partnerISO,HS4,HS4 Description,cifvalue,fobvalue,primaryValue
C,20210701,2021,7,202107,USA,Export,Singapore,TOTAL,All Commodities,3284728643,3284728643,4
C,20210701,2021,7,202107,USA,Export,Slovakia,TOTAL,All Commodities,20980983,20980983,4
C,20210701,2021,7,202107,USA,Export,Viet Nam,TOTAL,All Commodities,908522285,908522285,4
C,20210701,2021,7,202107,USA,Export,Slovenia,TOTAL,All Commodities,18031517,18031517,4
C,20210701,2021,7,202107,USA,Export,Somalia,TOTAL,All Commodities,683496,683496,4
C,20210701,2021,7,202107,USA,Export,South Africa,TOTAL,All Commodities,564296750,564296750,4
C,20210701,2021,7,202107,USA,Export,Zimbabwe,TOTAL,All Commodities,11542311,11542311,4
C,20210701,2021,7,202107,USA,Export,Spain,TOTAL,All Commodities,1052452299,1052452299,4
C,20210701,2021,7,202107,USA,Export,South Sudan,TOTAL,All Commodities,999038,999038,4
C,20210701,2021,7,202107,USA,Export,Sudan,TOTAL,All Commodities,27072917,27072917,4
C,20210701,2021,7,202107,USA,Export,Suriname,TOTAL,All Commodities,21993595,21993595,4
C,20210701,2021,7,202107,USA,Export,Eswatini,TOTAL,All Commodities,2086532,2086532,4
C,20210701,2021,7,202107,USA,Export,Sweden,TOTAL,All Commodities,338387361,338387361,4
C,20210701,2021,7,202107,USA,Export,Switzerland,TOTAL,All Commodities,1444868577,1444868577,4
C,20210701,2021,7,202107,USA,Export,Syria,TOTAL,All Commodities,155639,155639,4
C,20210701,2021,7,202107,USA,Export,Tajikistan,TOTAL,All Commodities,796432,796432,4
C,20210701,2021,7,202107,USA,Export,Thailand,TOTAL,All Commodities,1065091415,1065091415,4
C,20210701,2021,7,202107,USA,Export,Togo,TOTAL,All Commodities,14127471,14127471,4
C,20210701,2021,7,202107,USA,Export,Tokelau,TOTAL,All Commodities,1451,1451,0
C,20210701,2021,7,202107,USA,Export,Tonga,TOTAL,All Commodities,1304102,1304102,4
C,20210701,2021,7,202107,USA,Export,Trinidad and Tobago,TOTAL,All Commodities,229024891,229024891,4
C,20210701,2021,7,202107,USA,Export,United Arab Emirates,TOTAL,All Commodities,1198311996,1198311996,4
C,20210701,2021,7,202107,USA,Export,Tunisia,TOTAL,All Commodities,20863959,20863959,4
C,20210701,2021,7,202107,USA,Export,Türkiye,TOTAL,All Commodities,787094877,787094877,4
C,20210701,2021,7,202107,USA,Export,Turkmenistan,TOTAL,All Commodities,10084419,10084419,4
C,20210701,2021,7,202107,USA,Export,Turks and Caicos Isds,TOTAL,All Commodities,32447722,32447722,4
C,20210701,2021,7,202107,USA,Export,Tuvalu,TOTAL,All Commodities,13736,13736,0
C,20210701,2021,7,202107,USA,Export,Uganda,TOTAL,All Commodities,13793283,13793283,4
C,20210701,2021,7,202107,USA,Export,Ukraine,TOTAL,All Commodities,203136613,203136613,4
C,20210701,2021,7,202107,USA,Export,North Macedonia,TOTAL,All Commodities,5458496,5458496,4
C,20210701,2021,7,202107,USA,Export,Egypt,TOTAL,All Commodities,314192881,314192881,4
C,20210701,2021,7,202107,USA,Export,United Kingdom,TOTAL,All Commodities,4812185362,4812185362,4
C,20210701,2021,7,202107,USA,Export,United Rep. of Tanzania,TOTAL,All Commodities,44074458,44074458,4
C,20210701,2021,7,202107,USA,Export,Burkina Faso,TOTAL,All Commodities,3727941,3727941,4
C,20210701,2021,7,202107,USA,Export,Uruguay,TOTAL,All Commodities,145409138,145409138,4
C,20210701,2021,7,202107,USA,Export,Uzbekistan,TOTAL,All Commodities,13844087,13844087,4
C,20210701,2021,7,202107,USA,Export,Venezuela,TOTAL,All Commodities,177748198,177748198,4
C,20210701,2021,7,202107,USA,Export,Samoa,TOTAL,All Commodities,1929042,1929042,4
C,20210701,2021,7,202107,USA,Export,Yemen,TOTAL,All Commodities,37066673,37066673,4
C,20210701,2021,7,202107,USA,Export,Zambia,TOTAL,All Commodities,5792215,5792215,4
C,20210801,2021,8,202108,USA,Export,Afghanistan,TOTAL,All Commodities,2792290,2792290,4
C,20210801,2021,8,202108,USA,Export,Albania,TOTAL,All Commodities,7214380,7214380,4
C,20210801,2021,8,202108,USA,Export,Algeria,TOTAL,All Commodities,38966197,38966197,4
C,20210801,2021,8,202108,USA,Export,Andorra,TOTAL,All Commodities,1251744,1251744,4
C,20210801,2021,8,202108,USA,Export,Angola,TOTAL,All Commodities,47681634,47681634,4
C,20210801,2021,8,202108,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,36762918,36762918,4
C,20210801,2021,8,202108,USA,Export,Azerbaijan,TOTAL,All Commodities,8708172,8708172,4
C,20210801,2021,8,202108,USA,Export,Argentina,TOTAL,All Commodities,684560335,684560335,4
C,20210801,2021,8,202108,USA,Export,Australia,TOTAL,All Commodities,2358512807,2358512807,4
C,20210801,2021,8,202108,USA,Export,Austria,TOTAL,All Commodities,356260097,356260097,4
C,20210801,2021,8,202108,USA,Export,Bahamas,TOTAL,All Commodities,231364731,231364731,4
C,20210801,2021,8,202108,USA,Export,Bahrain,TOTAL,All Commodities,98258450,98258450,4
C,20210801,2021,8,202108,USA,Export,Bangladesh,TOTAL,All Commodities,267138215,267138215,4
C,20210801,2021,8,202108,USA,Export,Armenia,TOTAL,All Commodities,3384779,3384779,4
C,20210801,2021,8,202108,USA,Export,Barbados,TOTAL,All Commodities,49017621,49017621,4
C,20210801,2021,8,202108,USA,Export,Belgium,TOTAL,All Commodities,2805854016,2805854016,4
C,20210801,2021,8,202108,USA,Export,Bermuda,TOTAL,All Commodities,110358827,110358827,4
C,20210801,2021,8,202108,USA,Export,Bhutan,TOTAL,All Commodities,312351,312351,4
C,20210801,2021,8,202108,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,44780152,44780152,4
C,20210801,2021,8,202108,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,778162,778162,4
C,20210801,2021,8,202108,USA,Export,Botswana,TOTAL,All Commodities,6890844,6890844,4
C,20210801,2021,8,202108,USA,Export,Brazil,TOTAL,All Commodities,4887276094,4887276094,4
C,20210801,2021,8,202108,USA,Export,Belize,TOTAL,All Commodities,30644142,30644142,4
C,20210801,2021,8,202108,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,152124,152124,4
C,20210801,2021,8,202108,USA,Export,Solomon Isds,TOTAL,All Commodities,431520,431520,4
C,20210801,2021,8,202108,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,14949496,14949496,4
C,20210801,2021,8,202108,USA,Export,Brunei Darussalam,TOTAL,All Commodities,15569191,15569191,4
C,20210801,2021,8,202108,USA,Export,Bulgaria,TOTAL,All Commodities,47771289,47771289,4
C,20210801,2021,8,202108,USA,Export,Myanmar,TOTAL,All Commodities,15617452,15617452,4
C,20210801,2021,8,202108,USA,Export,Burundi,TOTAL,All Commodities,287991,287991,4
C,20210801,2021,8,202108,USA,Export,Belarus,TOTAL,All Commodities,12432357,12432357,4
C,20210801,2021,8,202108,USA,Export,Cambodia,TOTAL,All Commodities,42976783,42976783,4
C,20210801,2021,8,202108,USA,Export,Cameroon,TOTAL,All Commodities,9225945,9225945,4
C,20210801,2021,8,202108,USA,Export,Canada,TOTAL,All Commodities,25731210445,25731210445,4
C,20210801,2021,8,202108,USA,Export,Cabo Verde,TOTAL,All Commodities,962229,962229,4
C,20210801,2021,8,202108,USA,Export,Cayman Isds,TOTAL,All Commodities,98236262,98236262,4
C,20210801,2021,8,202108,USA,Export,Central African Rep.,TOTAL,All Commodities,1159538,1159538,4
C,20210801,2021,8,202108,USA,Export,Sri Lanka,TOTAL,All Commodities,24284928,24284928,4
C,20210801,2021,8,202108,USA,Export,Chad,TOTAL,All Commodities,3597062,3597062,4
C,20210801,2021,8,202108,USA,Export,Chile,TOTAL,All Commodities,1581979355,1581979355,4
C,20210801,2021,8,202108,USA,Export,China,TOTAL,All Commodities,11258642406,11258642406,4
C,20210801,2021,8,202108,USA,Export,Christmas Isds,TOTAL,All Commodities,110406,110406,4
C,20210801,2021,8,202108,USA,Export,Cocos Isds,TOTAL,All Commodities,278477,278477,0
C,20210801,2021,8,202108,USA,Export,Colombia,TOTAL,All Commodities,1442820205,1442820205,4
C,20210801,2021,8,202108,USA,Export,Comoros,TOTAL,All Commodities,383686,383686,4
C,20210801,2021,8,202108,USA,Export,Congo,TOTAL,All Commodities,10282903,10282903,4
C,20210801,2021,8,202108,USA,Export,Dem. Rep. of the Congo,TOTAL,All Commodities,9923734,9923734,4
C,20210801,2021,8,202108,USA,Export,Cook Isds,TOTAL,All Commodities,667593,667593,4
C,20210801,2021,8,202108,USA,Export,Costa Rica,TOTAL,All Commodities,615377721,615377721,4
C,20210801,2021,8,202108,USA,Export,Croatia,TOTAL,All Commodities,59923181,59923181,4
C,20210801,2021,8,202108,USA,Export,Cuba,TOTAL,All Commodities,28771996,28771996,4
C,20210801,2021,8,202108,USA,Export,Cyprus,TOTAL,All Commodities,4687660,4687660,4
C,20210801,2021,8,202108,USA,Export,Czechia,TOTAL,All Commodities,355103628,355103628,4
C,20210801,2021,8,202108,USA,Export,Benin,TOTAL,All Commodities,31469838,31469838,4
C,20210801,2021,8,202108,USA,Export,Denmark,TOTAL,All Commodities,263543671,263543671,4
C,20210801,2021,8,202108,USA,Export,Dominica,TOTAL,All Commodities,95112833,95112833,4
C,20210801,2021,8,202108,USA,Export,Dominican Rep.,TOTAL,All Commodities,867697783,867697783,4
C,20210801,2021,8,202108,USA,Export,Ecuador,TOTAL,All Commodities,400582024,400582024,4
C,20210801,2021,8,202108,USA,Export,El Salvador,TOTAL,All Commodities,366542962,366542962,4
C,20210801,2021,8,202108,USA,Export,Equatorial Guinea,TOTAL,All Commodities,6172840,6172840,4
C,20210801,2021,8,202108,USA,Export,Ethiopia,TOTAL,All Commodities,42793809,42793809,4
C,20210801,2021,8,202108,USA,Export,Eritrea,TOTAL,All Commodities,9168,9168,4
C,20210801,2021,8,202108,USA,Export,Estonia,TOTAL,All Commodities,30134658,30134658,4
C,20210801,2021,8,202108,USA,Export,Faroe Isds,TOTAL,All Commodities,103191,103191,4
C,20210801,2021,8,202108,USA,Export,Falkland Isds (Malvinas),TOTAL,All Commodities,19129,19129,4
C,20210801,2021,8,202108,USA,Export,Fiji,TOTAL,All Commodities,6884014,6884014,4
C,20210801,2021,8,202108,USA,Export,Finland,TOTAL,All Commodities,131520630,131520630,4
C,20210801,2021,8,202108,USA,Export,France,TOTAL,All Commodities,2462612724,2462612724,4
C,20210801,2021,8,202108,USA,Export,French Polynesia,TOTAL,All Commodities,11367672,11367672,4
C,20210801,2021,8,202108,USA,Export,Fr. South Antarctic Terr.,TOTAL,All Commodities,149228,149228,4
C,20210801,2021,8,202108,USA,Export,Djibouti,TOTAL,All Commodities,27957742,27957742,4
C,20210801,2021,8,202108,USA,Export,Gabon,TOTAL,All Commodities,7181514,7181514,4
C,20210801,2021,8,202108,USA,Export,Georgia,TOTAL,All Commodities,62892574,62892574,4
C,20210801,2021,8,202108,USA,Export,Gambia,TOTAL,All Commodities,4463844,4463844,4
C,20210801,2021,8,202108,USA,Export,State of Palestine,TOTAL,All Commodities,178612,178612,4
C,20210801,2021,8,202108,USA,Export,Germany,TOTAL,All Commodities,5539072281,5539072281,4
C,20210801,2021,8,202108,USA,Export,Ghana,TOTAL,All Commodities,103824916,103824916,4
C,20210801,2021,8,202108,USA,Export,Gibraltar,TOTAL,All Commodities,47782998,47782998,4
C,20210801,2021,8,202108,USA,Export,Kiribati,TOTAL,All Commodities,287934,287934,4
C,20210801,2021,8,202108,USA,Export,Greece,TOTAL,All Commodities,111317070,111317070,4
C,20210801,2021,8,202108,USA,Export,Greenland,TOTAL,All Commodities,2645678,2645678,4
C,20210801,2021,8,202108,USA,Export,Grenada,TOTAL,All Commodities,7634471,7634471,4
C,20210801,2021,8,202108,USA,Export,Guatemala,TOTAL,All Commodities,651089264,651089264,4
C,20210801,2021,8,202108,USA,Export,Guinea,TOTAL,All Commodities,12324485,12324485,4
C,20210801,2021,8,202108,USA,Export,Guyana,TOTAL,All Commodities,89880540,89880540,4
C,20210801,2021,8,202108,USA,Export,Haiti,TOTAL,All Commodities,143778295,143778295,4
C,20210801,2021,8,202108,USA,Export,Heard Island and McDonald Islands,TOTAL,All Commodities,93134,93134,0
C,20210801,2021,8,202108,USA,Export,Honduras,TOTAL,All Commodities,592258570,592258570,4
C,20210801,2021,8,202108,USA,Export,"China, Hong Kong SAR",TOTAL,All Commodities,2322427041,2322427041,4
C,20210801,2021,8,202108,USA,Export,Hungary,TOTAL,All Commodities,269517181,269517181,4
C,20210801,2021,8,202108,USA,Export,Iceland,TOTAL,All Commodities,77727106,77727106,4
C,20210801,2021,8,202108,USA,Export,Indonesia,TOTAL,All Commodities,796309069,796309069,4
C,20210801,2021,8,202108,USA,Export,Iran,TOTAL,All Commodities,2638954,2638954,4
C,20210801,2021,8,202108,USA,Export,Iraq,TOTAL,All Commodities,60835591,60835591,4
C,20210801,2021,8,202108,USA,Export,Ireland,TOTAL,All Commodities,1220145401,1220145401,4
C,20210801,2021,8,202108,USA,Export,Israel,TOTAL,All Commodities,1311656642,1311656642,4
C,20210801,2021,8,202108,USA,Export,Italy,TOTAL,All Commodities,1847781258,1847781258,4
C,20210801,2021,8,202108,USA,Export,Côte d'Ivoire,TOTAL,All Commodities,23055912,23055912,4
C,20210801,2021,8,202108,USA,Export,Jamaica,TOTAL,All Commodities,207803646,207803646,4
C,20210801,2021,8,202108,USA,Export,Japan,TOTAL,All Commodities,6105263385,6105263385,4
C,20210801,2021,8,202108,USA,Export,Kazakhstan,TOTAL,All Commodities,149322868,149322868,4
C,20210801,2021,8,202108,USA,Export,Jordan,TOTAL,All Commodities,117827132,117827132,4
C,20210801,2021,8,202108,USA,Export,Kenya,TOTAL,All Commodities,38717081,38717081,4
C,20210801,2021,8,202108,USA,Export,Rep. of Korea,TOTAL,All Commodities,5346555769,5346555769,4
C,20210801,2021,8,202108,USA,Export,Kuwait,TOTAL,All Commodities,252323786,252323786,4
C,20210801,2021,8,202108,USA,Export,Kyrgyzstan,TOTAL,All Commodities,1310448,1310448,4
C,20210801,2021,8,202108,USA,Export,Lao People's Dem. Rep.,TOTAL,All Commodities,3100122,3100122,4
C,20210801,2021,8,202108,USA,Export,Lebanon,TOTAL,All Commodities,46693933,46693933,4
C,20210801,2021,8,202108,USA,Export,Lesotho,TOTAL,All Commodities,60585,60585,4
C,20210801,2021,8,202108,USA,Export,Latvia,TOTAL,All Commodities,42852390,42852390,4
C,20210801,2021,8,202108,USA,Export,Liberia,TOTAL,All Commodities,12728921,12728921,4
C,20210801,2021,8,202108,USA,Export,Libya,TOTAL,All Commodities,22281932,22281932,4
C,20210801,2021,8,202108,USA,Export,Lithuania,TOTAL,All Commodities,77351322,77351322,4
C,20210801,2021,8,202108,USA,Export,Luxembourg,TOTAL,All Commodities,155431296,155431296,4
C,20210801,2021,8,202108,USA,Export,"China, Macao SAR",TOTAL,All Commodities,23932340,23932340,4
C,20210801,2021,8,202108,USA,Export,Madagascar,TOTAL,All Commodities,3011015,3011015,4
C,20210801,2021,8,202108,USA,Export,Malawi,TOTAL,All Commodities,1025659,1025659,4
C,20210801,2021,8,202108,USA,Export,Malaysia,TOTAL,All Commodities,1269469125,1269469125,4
C,20210801,2021,8,202108,USA,Export,Maldives,TOTAL,All Commodities,4357326,4357326,4
C,20210801,2021,8,202108,USA,Export,Mali,TOTAL,All Commodities,7041188,7041188,4
C,20210801,2021,8,202108,USA,Export,Malta,TOTAL,All Commodities,6928852,6928852,4
C,20210801,2021,8,202108,USA,Export,Mauritania,TOTAL,All Commodities,10723769,10723769,4
C,20210801,2021,8,202108,USA,Export,Mauritius,TOTAL,All Commodities,7839036,7839036,4
C,20210801,2021,8,202108,USA,Export,Mexico,TOTAL,All Commodities,24181039574,24181039574,4
C,20210801,2021,8,202108,USA,Export,"Other Asia, nes",TOTAL,All Commodities,3021854526,3021854526,4
C,20210801,2021,8,202108,USA,Export,Mongolia,TOTAL,All Commodities,8570102,8570102,4
C,20210801,2021,8,202108,USA,Export,Rep. of Moldova,TOTAL,All Commodities,1166653,1166653,4
C,20210801,2021,8,202108,USA,Export,Montenegro,TOTAL,All Commodities,1293776,1293776,4
C,20210801,2021,8,202108,USA,Export,Montserrat,TOTAL,All Commodities,1140436,1140436,4
C,20210801,2021,8,202108,USA,Export,Morocco,TOTAL,All Commodities,208237204,208237204,4
C,20210801,2021,8,202108,USA,Export,Mozambique,TOTAL,All Commodities,12473448,12473448,4
C,20210801,2021,8,202108,USA,Export,Oman,TOTAL,All Commodities,162558555,162558555,4
C,20210801,2021,8,202108,USA,Export,Namibia,TOTAL,All Commodities,6228270,6228270,4
C,20210801,2021,8,202108,USA,Export,Nauru,TOTAL,All Commodities,216513,216513,4
C,20210801,2021,8,202108,USA,Export,Nepal,TOTAL,All Commodities,8176523,8176523,4
C,20210801,2021,8,202108,USA,Export,Netherlands,TOTAL,All Commodities,4422537050,4422537050,4
C,20210801,2021,8,202108,USA,Export,Curaçao,TOTAL,All Commodities,23628826,23628826,4
C,20210801,2021,8,202108,USA,Export,Aruba,TOTAL,All Commodities,23669789,23669789,4
C,20210801,2021,8,202108,USA,Export,Sint Maarten,TOTAL,All Commodities,25704737,25704737,4
C,20210801,2021,8,202108,USA,Export,New Caledonia,TOTAL,All Commodities,3418905,3418905,4
C,20210801,2021,8,202108,USA,Export,Vanuatu,TOTAL,All Commodities,435740,435740,4
C,20210801,2021,8,202108,USA,Export,New Zealand,TOTAL,All Commodities,312972672,312972672,4
C,20210801,2021,8,202108,USA,Export,Nicaragua,TOTAL,All Commodities,177724147,177724147,4
C,20210801,2021,8,202108,USA,Export,Niger,TOTAL,All Commodities,13392509,13392509,4
C,20210801,2021,8,202108,USA,Export,Nigeria,TOTAL,All Commodities,328211380,328211380,4
C,20210801,2021,8,202108,USA,Export,Norway,TOTAL,All Commodities,398920409,398920409,4
C,20210801,2021,8,202108,USA,Export,FS Micronesia,TOTAL,All Commodities,5188577,5188577,4
C,20210801,2021,8,202108,USA,Export,Marshall Isds,TOTAL,All Commodities,17314839,17314839,4
C,20210801,2021,8,202108,USA,Export,Palau,TOTAL,All Commodities,2085694,2085694,4
C,20210801,2021,8,202108,USA,Export,Pakistan,TOTAL,All Commodities,282914655,282914655,4
C,20210801,2021,8,202108,USA,Export,Panama,TOTAL,All Commodities,860948419,860948419,4
C,20210801,2021,8,202108,USA,Export,Papua New Guinea,TOTAL,All Commodities,3304157,3304157,4
C,20210801,2021,8,202108,USA,Export,Paraguay,TOTAL,All Commodities,172831345,172831345,4
C,20210801,2021,8,202108,USA,Export,Peru,TOTAL,All Commodities,874154673,874154673,4
C,20210801,2021,8,202108,USA,Export,Philippines,TOTAL,All Commodities,735079611,735079611,4
C,20210801,2021,8,202108,USA,Export,Poland,TOTAL,All Commodities,440118836,440118836,4
C,20210801,2021,8,202108,USA,Export,Portugal,TOTAL,All Commodities,190514436,190514436,4
C,20210801,2021,8,202108,USA,Export,Guinea-Bissau,TOTAL,All Commodities,351326,351326,0
C,20210801,2021,8,202108,USA,Export,Timor-Leste,TOTAL,All Commodities,2127895,2127895,4
C,20210801,2021,8,202108,USA,Export,Qatar,TOTAL,All Commodities,139461837,139461837,4
C,20210801,2021,8,202108,USA,Export,Romania,TOTAL,All Commodities,54481155,54481155,4
C,20210801,2021,8,202108,USA,Export,Russian Federation,TOTAL,All Commodities,492920750,492920750,4
C,20210801,2021,8,202108,USA,Export,Rwanda,TOTAL,All Commodities,7917873,7917873,4
C,20210801,2021,8,202108,USA,Export,Saint Helena,TOTAL,All Commodities,8836,8836,4
C,20210801,2021,8,202108,USA,Export,Saint Kitts and Nevis,TOTAL,All Commodities,9621928,9621928,4
C,20210801,2021,8,202108,USA,Export,Anguilla,TOTAL,All Commodities,7298591,7298591,4
C,20210801,2021,8,202108,USA,Export,Saint Lucia,TOTAL,All Commodities,77278524,77278524,4
C,20210801,2021,8,202108,USA,Export,Saint Vincent and the Grenadines,TOTAL,All Commodities,6147206,6147206,4
C,20210801,2021,8,202108,USA,Export,San Marino,TOTAL,All Commodities,3573096,3573096,4
C,20210801,2021,8,202108,USA,Export,Sao Tome and Principe,TOTAL,All Commodities,12640,12640,4
C,20210801,2021,8,202108,USA,Export,Saudi Arabia,TOTAL,All Commodities,622129825,622129825,4
C,20210801,2021,8,202108,USA,Export,Senegal,TOTAL,All Commodities,31671323,31671323,4
C,20210801,2021,8,202108,USA,Export,Serbia,TOTAL,All Commodities,11384068,11384068,4
C,20210801,2021,8,202108,USA,Export,Seychelles,TOTAL,All Commodities,1178396,1178396,4
C,20210801,2021,8,202108,USA,Export,Sierra Leone,TOTAL,All Commodities,10416222,10416222,4
C,20210801,2021,8,202108,USA,Export,India,TOTAL,All Commodities,3525210975,3525210975,4
C,20210801,2021,8,202108,USA,Export,Singapore,TOTAL,All Commodities,2974463535,2974463535,4
C,20210801,2021,8,202108,USA,Export,Slovakia,TOTAL,All Commodities,28971439,28971439,4
C,20210801,2021,8,202108,USA,Export,Viet Nam,TOTAL,All Commodities,956845692,956845692,4
C,20210801,2021,8,202108,USA,Export,Slovenia,TOTAL,All Commodities,16814788,16814788,4
C,20210801,2021,8,202108,USA,Export,Somalia,TOTAL,All Commodities,1633740,1633740,4
C,20210801,2021,8,202108,USA,Export,South Africa,TOTAL,All Commodities,426604864,426604864,4
C,20210801,2021,8,202108,USA,Export,Zimbabwe,TOTAL,All Commodities,2322824,2322824,4
C,20210801,2021,8,202108,USA,Export,Spain,TOTAL,All Commodities,1203235106,1203235106,4
C,20210801,2021,8,202108,USA,Export,South Sudan,TOTAL,All Commodities,7718289,7718289,4
C,20210801,2021,8,202108,USA,Export,Sudan,TOTAL,All Commodities,19213952,19213952,4
C,20210801,2021,8,202108,USA,Export,Suriname,TOTAL,All Commodities,27763014,27763014,4
C,20210801,2021,8,202108,USA,Export,Eswatini,TOTAL,All Commodities,1852961,1852961,4
C,20210801,2021,8,202108,USA,Export,Sweden,TOTAL,All Commodities,489781047,489781047,4
C,20210801,2021,8,202108,USA,Export,Switzerland,TOTAL,All Commodities,2796002687,2796002687,4
C,20210801,2021,8,202108,USA,Export,Syria,TOTAL,All Commodities,29508,29508,0
C,20210801,2021,8,202108,USA,Export,Tajikistan,TOTAL,All Commodities,542419,542419,4
C,20210801,2021,8,202108,USA,Export,Thailand,TOTAL,All Commodities,999259030,999259030,4
C,20210801,2021,8,202108,USA,Export,Togo,TOTAL,All Commodities,17665272,17665272,4
C,20210801,2021,8,202108,USA,Export,Tonga,TOTAL,All Commodities,2034330,2034330,4
C,20210801,2021,8,202108,USA,Export,Trinidad and Tobago,TOTAL,All Commodities,258030872,258030872,4
C,20210801,2021,8,202108,USA,Export,United Arab Emirates,TOTAL,All Commodities,1191797799,1191797799,4
C,20210801,2021,8,202108,USA,Export,Tunisia,TOTAL,All Commodities,23662936,23662936,4
C,20210801,2021,8,202108,USA,Export,Türkiye,TOTAL,All Commodities,865003289,865003289,4
C,20210801,2021,8,202108,USA,Export,Turkmenistan,TOTAL,All Commodities,13007860,13007860,4
C,20210801,2021,8,202108,USA,Export,Turks and Caicos Isds,TOTAL,All Commodities,31368913,31368913,4
C,20210801,2021,8,202108,USA,Export,Tuvalu,TOTAL,All Commodities,36857,36857,0
C,20210801,2021,8,202108,USA,Export,Uganda,TOTAL,All Commodities,5570641,5570641,4
C,20210801,2021,8,202108,USA,Export,Ukraine,TOTAL,All Commodities,172601587,172601587,4
C,20210801,2021,8,202108,USA,Export,North Macedonia,TOTAL,All Commodities,3862377,3862377,4
C,20210801,2021,8,202108,USA,Export,Egypt,TOTAL,All Commodities,376063245,376063245,4
C,20210801,2021,8,202108,USA,Export,United Kingdom,TOTAL,All Commodities,5358080278,5358080278,4
C,20210801,2021,8,202108,USA,Export,United Rep. of Tanzania,TOTAL,All Commodities,11983610,11983610,4
C,20210801,2021,8,202108,USA,Export,Burkina Faso,TOTAL,All Commodities,4877080,4877080,4
C,20210801,2021,8,202108,USA,Export,Uruguay,TOTAL,All Commodities,165101360,165101360,4
C,20210801,2021,8,202108,USA,Export,Uzbekistan,TOTAL,All Commodities,56869402,56869402,4
C,20210801,2021,8,202108,USA,Export,Venezuela,TOTAL,All Commodities,118428870,118428870,4
C,20210801,2021,8,202108,USA,Export,Samoa,TOTAL,All Commodities,3654680,3654680,4
C,20210801,2021,8,202108,USA,Export,Yemen,TOTAL,All Commodities,29446879,29446879,4
C,20210801,2021,8,202108,USA,Export,Zambia,TOTAL,All Commodities,7467752,7467752,4
C,20210901,2021,9,202109,USA,Export,Afghanistan,TOTAL,All Commodities,469229,469229,4
C,20210901,2021,9,202109,USA,Export,Albania,TOTAL,All Commodities,4279437,4279437,4
C,20210901,2021,9,202109,USA,Export,Algeria,TOTAL,All Commodities,49514846,49514846,4
C,20210901,2021,9,202109,USA,Export,Andorra,TOTAL,All Commodities,243564,243564,4
C,20210901,2021,9,202109,USA,Export,Angola,TOTAL,All Commodities,36156380,36156380,4
C,20210901,2021,9,202109,USA,Export,Antigua and Barbuda,TOTAL,All Commodities,65906783,65906783,4
C,20210901,2021,9,202109,USA,Export,Azerbaijan,TOTAL,All Commodities,13413817,13413817,4
C,20210901,2021,9,202109,USA,Export,Argentina,TOTAL,All Commodities,671422260,671422260,4
C,20210901,2021,9,202109,USA,Export,Australia,TOTAL,All Commodities,2177683462,2177683462,4
C,20210901,2021,9,202109,USA,Export,Austria,TOTAL,All Commodities,295292548,295292548,4
C,20210901,2021,9,202109,USA,Export,Bahamas,TOTAL,All Commodities,221865221,221865221,4
C,20210901,2021,9,202109,USA,Export,Bahrain,TOTAL,All Commodities,55766895,55766895,4
C,20210901,2021,9,202109,USA,Export,Bangladesh,TOTAL,All Commodities,148020392,148020392,4
C,20210901,2021,9,202109,USA,Export,Armenia,TOTAL,All Commodities,5697332,5697332,4
C,20210901,2021,9,202109,USA,Export,Barbados,TOTAL,All Commodities,65164183,65164183,4
C,20210901,2021,9,202109,USA,Export,Belgium,TOTAL,All Commodities,3379151582,3379151582,4
C,20210901,2021,9,202109,USA,Export,Bermuda,TOTAL,All Commodities,32636269,32636269,4
C,20210901,2021,9,202109,USA,Export,Bhutan,TOTAL,All Commodities,217142,217142,4
C,20210901,2021,9,202109,USA,Export,Bolivia (Plurinational State of),TOTAL,All Commodities,40368906,40368906,4
C,20210901,2021,9,202109,USA,Export,Bosnia Herzegovina,TOTAL,All Commodities,2350992,2350992,4
C,20210901,2021,9,202109,USA,Export,Botswana,TOTAL,All Commodities,7913772,7913772,4
C,20210901,2021,9,202109,USA,Export,Brazil,TOTAL,All Commodities,4464395105,4464395105,4
C,20210901,2021,9,202109,USA,Export,Belize,TOTAL,All Commodities,27500765,27500765,4
C,20210901,2021,9,202109,USA,Export,Br. Indian Ocean Terr.,TOTAL,All Commodities,117386,117386,4
C,20210901,2021,9,202109,USA,Export,Solomon Isds,TOTAL,All Commodities,287951,287951,4
C,20210901,2021,9,202109,USA,Export,Br. Virgin Isds,TOTAL,All Commodities,17975833,17975833,4
C,20210901,2021,9,202109,USA,Export,Brunei Darussalam,TOTAL,All Commodities,13136181,13136181,4
C,20210901,2021,9,202109,USA,Export,Bulgaria,TOTAL,All Commodities,33554664,33554664,4
C,20210901,2021,9,202109,USA,Export,Myanmar,TOTAL,All Commodities,18539520,18539520,4
C,20210901,2021,9,202109,USA,Export,Burundi,TOTAL,All Commodities,706916,706916,4
C,20210901,2021,9,202109,USA,Export,Belarus,TOTAL,All Commodities,15829832,15829832,4
C,20210901,2021,9,202109,USA,Export,Cambodia,TOTAL,All Commodities,24789778,24789778,4
