Descriptores,1993|T1,1993|T2,1993|T3,1993|T4,1993|6 Meses,1993|9 Meses,1993|Anual,1994|T1,1994|T2,1994|T3,1994|T4,1994|6 Meses,1994|9 Meses,1994|Anual,1995|T1,1995|T2,1995|T3,1995|T4,1995|6 Meses,1995|9 Meses,1995|Anual,1996|T1,1996|T2,1996|T3,1996|T4,1996|6 Meses,1996|9 Meses,1996|Anual,1997|T1,1997|T2,1997|T3,1997|T4,1997|6 Meses,1997|9 Meses,1997|Anual,1998|T1,1998|T2,1998|T3,1998|T4,1998|6 Meses,1998|9 Meses,1998|Anual,1999|T1,1999|T2,1999|T3,1999|T4,1999|6 Meses,1999|9 Meses,1999|Anual,2000|T1,2000|T2,2000|T3,2000|T4,2000|6 Meses,2000|9 Meses,2000|Anual,2001|T1,2001|T2,2001|T3,2001|T4,2001|6 Meses,2001|9 Meses,2001|Anual,2002|T1,2002|T2,2002|T3,2002|T4,2002|6 Meses,2002|9 Meses,2002|Anual,2003|T1,2003|T2,2003|T3,2003|T4,2003|6 Meses,2003|9 Meses,2003|Anual,2004|T1,2004|T2,2004|T3,2004|T4,2004|6 Meses,2004|9 Meses,2004|Anual,2005|T1,2005|T2,2005|T3,2005|T4,2005|6 Meses,2005|9 Meses,2005|Anual,2006|T1,2006|T2,2006|T3,2006|T4,2006|6 Meses,2006|9 Meses,2006|Anual,2007|T1,2007|T2,2007|T3,2007|T4,2007|6 Meses,2007|9 Meses,2007|Anual,2008|T1,2008|T2,2008|T3,2008|T4,2008|6 Meses,2008|9 Meses,2008|Anual,2009|T1,2009|T2,2009|T3,2009|T4,2009|6 Meses,2009|9 Meses,2009|Anual,2010|T1,2010|T2,2010|T3,2010|T4,2010|6 Meses,2010|9 Meses,2010|Anual,2011|T1,2011|T2,2011|T3,2011|T4,2011|6 Meses,2011|9 Meses,2011|Anual,2012|T1,2012|T2,2012|T3,2012|T4,2012|6 Meses,2012|9 Meses,2012|Anual,2013|T1,2013|T2,2013|T3,2013|T4,2013|6 Meses,2013|9 Meses,2013|Anual,2014|T1,2014|T2,2014|T3,2014|T4,2014|6 Meses,2014|9 Meses,2014|Anual,2015|T1,2015|T2,2015|T3,2015|T4,2015|6 Meses,2015|9 Meses,2015|Anual,2016|T1,2016|T2,2016|T3,2016|T4,2016|6 Meses,2016|9 Meses,2016|Anual,2017|T1,2017|T2,2017|T3,2017|T4,2017|6 Meses,2017|9 Meses,2017|Anual,2018|T1,2018|T2,2018|T3,2018|T4,2018|6 Meses,2018|9 Meses,2018|Anual,2019|T1,2019|T2,2019|T3,2019|T4,2019|6 Meses,2019|9 Meses,2019|Anual,2020|T1,2020|T2,2020|T3,2020|T4,2020|6 Meses,2020|9 Meses,2020|Anual,2021|T1,2021|T2,2021|T3,2021|T4,2021|6 Meses,2021|9 Meses,2021|Anual,2022|T1,2022|T2,2022|T3,2022|T4,2022|6 Meses,2022|9 Meses,2022|Anual,2023|T1<P>,2023|T2<P>,2023|T3<P>,2023|T4<P>,2023|6 Meses<P>,2023|9 Meses<P>,2023|Anual<P>,2024|T1<P>,2024|T2<P>,2024|T3<P>,2024|T4<P>,2024|6 Meses<P>,2024|9 Meses<P>,2024|Anual<P>,2025|T1<R>,2025|T2<R>,2025|T3<R>,2025|T4<P>,2025|6 Meses,2025|9 Meses,2025|Anual
Millones de pesos a precios corrientes|B.1bP---Producto interno bruto<C1>,1591205.2850000001,1645078.943,1662209.955,1708617.37,1618142.114,1632831.394,1651777.888,1750226.2360000003,1864368.817,1878101.7820000001,1981408.6039999998,1807297.527,1830898.945,1868526.36,2126220.471,2356508.357,2504153.0229999996,2774687.614,2241364.414,2328960.617,2440392.366,3014208.731,3185547.23,3309766.859,3627124.504,3099877.981,3169840.94,3284161.831,3756065.1359999995,4058874.2249999996,4203179.298,4561538.016000001,3907469.681,4006039.553,4144914.169,4764071.123000002,4997073.067000001,5181379.016999999,5429428.979,4880572.095,4980841.069,5092988.047,5661869.187,5934314.2700000005,6162128.336999999,6381668.671,5798091.729,5919437.265,6034995.116,6720563.462,6958394.987000001,7166931.103999999,7220526.217,6839479.225,6948629.851,7016603.943,7320286.3100000005,7459750.438,7502163.550000002,7466230.339000001,7390018.374,7427400.099,7437107.659,7309444.307000001,7941409.987,7971586.016000001,8088591.577000001,7625427.147,7740813.437,7827757.972,8093632.004,8253853.483000001,8210313.374000001,8480333.734,8173742.744,8185932.954,8259533.149,8730792.149,9281990.015999999,9311925.012,9668852.016,9006391.083,9108235.726,9248389.798,9450080.649999999,10060019.290000001,10062099.172,10426196.733000001,9755049.97,9857399.704,9999598.961,10550621.144,11227577.553000001,11246326.337000001,11455938.045,10889099.349,11008175.011,11120115.77,11430812.047,12021863.013,12129428.141999997,12604909.422,11726337.53,11860701.067,12046753.156,12297911.306000002,13254081.510000002,13139867.070999999,13019185.274,12775996.408,12897286.629,12927761.29,12170951.053999998,12466924.427000001,12891111.352000004,13467484.851000002,12318937.741,12509662.278,12749117.921,13359849.384,13848983.493999999,14044018.019000001,14619747.195,13604416.439,13750950.299,13968149.523,14490555.674999999,14923547.968999999,15341144.457999997,16318498.565999998,14707051.822,14918416.034,15268436.667,16103739.821999999,16384467.987000002,16581027.132,17047261.156000003,16244103.905,16356411.647,16529124.024,16420163.805999996,16844478.891999997,16981720.877,17569659.150999997,16632321.349,16748787.858,16954005.682,17404245.378000002,18042240.928,18219506.322,18884609.818,17723243.153,17888664.209,18137650.612,18389553.357,19087521.463000003,19467455.881,19969927.991,18738537.41,18981510.234,19228614.673,19541660.379999995,20557128.886,20921915.058999997,22014457.698,20049394.633,20340234.775,20758790.506,21923249.184,22351052.643,22424377.732,23446161.461000003,22137150.914,22232893.186,22536210.255,23181517.41,24136805.6,24262572.535000004,25125785.957000002,23659161.505,23860298.515,24176670.376,24545659.976000004,25036692.284,25182894.223,25722046.746,24791176.13,24921748.828,25121823.307,25328802.643,20798293.933000002,24267744.923,25952191.021999996,23063548.288,23464947.166,24086758.13,25665402.752,26638437.587,26611858.342,27844434.886,26151920.17,26305232.894,26690033.392,27941047.518,29427639.979999997,29747029.228,30986317.76000001,28684343.749,29038572.242,29525508.622,30517803.127,31648381.845,32105048.554000005,33194468.661999997,31083092.486,31423744.509,31866425.547,31971884.047000002,33519200.066,33813402.159,34722901.368,32745542.057,33101495.424,33506846.91,34225193.415,35274659.092,35212031.065,36309928.091000006,34749926.254,34903961.191,35255452.916
"Millones de pesos a precios corrientes|D.21-D.31---Impuestos sobre los productos, netos",65996.763,65547.728,62748.763,69425.738,65772.246,64764.418,65929.748,79852.16,80353.598,80546.183,88760.059,80102.879,80250.647,82378,74283.918,86173.661,92334.229,119420.176,80228.79,84263.936,93052.996,114994.286,110010.047,122235.327,140809.423,112502.167,115746.553,122012.271,152574.338,159317.885,177051.673,213653.756,155946.112,162981.299,175649.413,214165.582,227439.161,240788.259,270528.87,220802.372,227464.334,238230.468,284527.799,290571.427,294568.832,314235.395,287549.613,289889.353,295975.863,312480.337,303826.595,313664.215,313805.484,308153.466,309990.382,310944.158,346342.833,329687.92,345887.417,383086.274,338015.377,340639.39,351251.111,373797.723,389280.6,376900.842,394652.331,381539.162,379993.055,383657.874,402313.953,383436.124,396695.314,390427.381,392875.039,394148.464,393218.193,408454.398,397957.127,370321.565,384704.102,403205.763,392244.363,390359.298,405831.45,389484.907,386575.125,400926.01,397658.179,393963.827,395704.373,423027.157,406972.21,379985.502,393178.787,414999.684,403328.29,400790.914,466554.459,431267.366,416014.318,435482.677,448910.913,437945.381,437329.705,354338.773,301450.083,267469.17,339403.795,327894.428,307752.675,315665.455,555956.416,499611.816,490047.856,470725.319,527784.116,515205.363,504085.352,552981.782,489917.416,552793.419,577838.335,521449.599,531897.539,543382.738,571599.38,424294.747,456885.179,571543.078,497947.064,484259.769,506080.596,474153.623,403878.113,551328.695,499734.372,439015.868,476453.477,482273.701,669755.28,514143.432,671013.799,681816.609,591949.356,618304.17,634182.28,888769.778,845976.09,900842.782,975282.987,867372.934,878529.55,902717.909,1084486.506,1032935.774,1090872.634,1074628.326,1058711.14,1069431.638,1070730.81,1201011.569,1254327.721,1344682.539,1233446.091,1227669.645,1266673.943,1258366.98,1185175.091,1226427.893,1345917.567,1090894.953,1205801.492,1252506.85,1212103.876,1312768.803,1242392.53,1348398.409,1308539.591,1277580.667,1301186.581,1303024.833,1502602.159,1398483.359,1432389.581,1385333.588,1450542.759,1444491.7,1429702.172,1737084.364,1169291.418,1411332.654,1558709.876,1453187.891,1439236.145,1469104.578,1699489.126,1517217.844,1646085.845,1459655.689,1608353.485,1620930.938,1580612.126,1544449.08,1388151.077,1325078.15,1420055.157,1466300.079,1419226.102,1419433.366,1629076.186,1759625.342,2026549.129,2241181.456,1694350.764,1805083.552,1914108.028,2026432.223,2149347.157,2179931.896,2346747.465,2087889.69,2118570.425,2175614.685,2394958.491,2288840.425,2409305.899,2288142.125,2341899.458,2364368.272,2345311.735
Millones de pesos a precios corrientes|B.1bV---Valor agregado bruto<C1>,1525208.522,1579531.2149999999,1599461.192,1639191.6320000002,1552369.869,1568066.976,1585848.14,1670374.0760000004,1784015.219,1797555.5990000002,1892648.545,1727194.648,1750648.298,1786148.36,2051936.553,2270334.696,2411818.7939999998,2655267.438,2161135.625,2244696.681,2347339.37,2899214.4450000003,3075537.183,3187531.532,3486315.0810000002,2987375.814,3054094.387,3162149.56,3603490.7979999995,3899556.34,4026127.625,4347884.260000001,3751523.569,3843058.254,3969264.756,4549905.541000001,4769633.906,4940590.757999999,5158900.109,4659769.724,4753376.735,4854757.579,5377341.388,5643742.843,5867559.504999999,6067433.276000001,5510542.116,5629547.912,5739019.253,6408083.125,6654568.392000001,6853266.8889999995,6906720.733,6531325.759,6638639.469,6705659.785,6973943.477000001,7130062.518,7156276.133000001,7083144.065,7052002.998,7086760.709,7085856.548,6935646.584000001,7552129.387,7594685.174000001,7693939.246000001,7243887.986,7360820.382,7444100.098,7691318.051,7870417.359000001,7813618.0600000005,8089906.353,7780867.705,7791784.49,7866314.956,8322337.751,8884032.888999999,8941603.447,9284147.914,8603185.32,8715991.362,8858030.5,9044249.2,9670534.383000001,9675524.047,10025270.723000001,9357391.792,9463435.877,9603894.588,10127593.987,10820605.343,10866340.835,11062759.258,10474099.665,10604846.722,10719324.856,10964257.588,11590595.647,11713413.823999997,12169426.745000001,11277426.618,11422755.686,11609423.451,11943572.533000002,12952631.427000001,12872397.900999999,12679781.479,12448101.98,12589533.954,12612095.835,11614994.637999998,11967312.611000001,12401063.496000003,12996759.532000002,11791153.625,11994456.915,12245032.569,12806867.602,13359066.078,13491224.600000001,14041908.860000001,13082966.84,13219052.76,13424766.785,13918956.294999998,14499253.222,14884259.278999997,15746955.487999998,14209104.759,14434156.265,14762356.071,15629586.199,15980589.874000002,16029698.436999999,16547526.784000002,15805088.037,15879958.17,16046850.324,15750408.525999997,16330335.459999999,16310707.078000002,16887842.541999996,16040371.993,16130483.688,16319823.402,16515475.600000001,17196264.838,17318663.54,17909326.831,16855870.219,17010134.659,17234932.702,17305066.851,18054585.689000003,18376583.247,18895299.665,17679826.27,17912078.596,18157883.863,18340648.810999997,19302801.165,19577232.519999996,20781011.606999997,18821724.988,19073560.832,19500423.526,20738074.093000002,21124624.75,21078460.165,22355266.508,20931349.422,20980386.336,21324106.379,21868748.607,22894413.07,22914174.126000002,23817246.366000004,22381580.839,22559111.934,22873645.542,23043057.817,23638208.925,23750504.642,24336713.158,23340633.371,23477257.128,23692121.136,23591718.279,19629002.515,22856412.269,24393481.145999998,21610360.397,22025711.021,22617653.552,23965913.626000002,25121219.743,24965772.497,26384779.197,24543566.685,24684301.955,25109421.266,26396598.438,28039488.902999997,28421951.078,29566262.603000008,27218043.671,27619346.14,28106075.256,28888726.941,29888756.503,30078499.425000004,30953287.205999997,29388741.722,29618660.956,29952317.519,29945451.824,31369852.908999998,31633470.263,32376153.902999997,30657652.367,30982924.999,31331232.225,31830234.924000002,32985818.667,32802725.165999994,34021785.966000006,32408026.796,32539592.919,32910141.181
Millones de pesos a precios corrientes|Actividades primarias,74640.445,78053.79799999998,78360.01199999999,85700.596,76347.122,77018.085,79188.713,75729.71500000001,86786.028,74725.68400000001,88917.227,81257.872,79080.476,81539.664,80168.355,94345.74699999999,102469.97999999998,126224.56,87257.051,92328.027,100802.161,129098.007,146958.57,148148.43400000004,177446.11000000002,138028.289,141401.67,150412.78,163435.366,176518.699,163971.54700000002,195551.877,169977.033,167975.204,174869.372,186075.63900000002,193407.627,196706.58899999998,219874.218,189741.633,192063.285,199016.018,230221.528,201491.175,193311.22600000002,217504.247,215856.352,208341.31,210632.044,215569.10700000002,222999.91000000003,199830.05500000002,248293.41499999998,219284.509,212799.691,221673.122,219062.098,245774.73799999998,224081.54,270614.384,232418.418,229639.459,239883.19,227162.344,246137.47400000002,227843.322,272743.211,236649.909,233714.38,243471.588,250436.88800000004,270555.203,244681.07600000003,293977.1650000001,260496.046,255224.389,264912.583,293594.922,290648.077,260510.86699999997,333841.317,292121.5,281584.622,294648.796,281619.057,296945.37899999996,282480.735,317176.486,289282.218,287015.057,294555.414,305120.359,330479.53699999995,284415.983,389024.20600000006,317799.948,306671.96,327260.021,344517.953,375430.699,324824.29900000006,421011.244,359974.326,348257.65,366446.049,356464.00800000003,412907.44,331609.95600000006,465221.52,384685.724,366993.801,391550.731,375875.72599999997,426224.614,340640.59900000005,438454.856,401050.17,380913.646,395298.949,378773.752,473848.46900000004,387615.30500000005,487347.894,426311.111,413412.509,431896.355,417245.09500000003,455969.54,418085.52599999995,526068.167,436607.318,430433.387,454342.082,452865.636,532278.007,444515.567,586053.8250000001,492571.822,476553.07,503928.259,462755.4919999999,565818.818,438029.152,584521.154,514287.155,488867.821,512781.154,486108.21800000005,583473.3559999999,495825.56600000005,630798.64,534790.787,521802.38,549051.445,547578.264,612892.7769999999,514995.395,697487.9369999999,580235.521,558488.812,593238.593,586193.8840000001,699147.8250000001,603732.6359999999,806487.051,642670.855,629691.448,673890.349,654925.898,774995.7940000001,655190.6680000001,887424.389,714960.846,695037.453,743134.187,744021.849,827745.777,664803.5669999999,951808.8840000001,785883.813,745523.731,797095.019,784589.032,871602.617,719242.086,955744.557,828095.825,791811.245,832794.573,811519.4620000002,912851.493,811487.966,1039722.8990000001,862185.478,845286.307,893895.455,861527.912,1061247.726,887746.9169999999,1227855.958,961387.819,936840.852,1009594.628,994961.377,1191589.588,1000538.016,1416605.931,1093275.483,1062362.994,1150923.728,1107720.132,1273580.589,1086468.288,1434176.423,1190650.361,1155923.003,1225486.358,1145871.1489999997,1362266.379,1228566.029,1449417.136,1254068.764,1245567.852,1296530.173,1250283.467,1430871.037,1253693.697,1542556.6020000002,1340577.252,1311616.067,1369351.201
"Millones de pesos a precios corrientes|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza",74640.445,78053.79799999998,78360.01199999999,85700.596,76347.122,77018.085,79188.713,75729.71500000001,86786.028,74725.68400000001,88917.227,81257.872,79080.476,81539.664,80168.355,94345.74699999999,102469.97999999998,126224.56,87257.051,92328.027,100802.161,129098.007,146958.57,148148.43400000004,177446.11000000002,138028.289,141401.67,150412.78,163435.366,176518.699,163971.54700000002,195551.877,169977.033,167975.204,174869.372,186075.63900000002,193407.627,196706.58899999998,219874.218,189741.633,192063.285,199016.018,230221.528,201491.175,193311.22600000002,217504.247,215856.352,208341.31,210632.044,215569.10700000002,222999.91000000003,199830.05500000002,248293.41499999998,219284.509,212799.691,221673.122,219062.098,245774.73799999998,224081.54,270614.384,232418.418,229639.459,239883.19,227162.344,246137.47400000002,227843.322,272743.211,236649.909,233714.38,243471.588,250436.88800000004,270555.203,244681.07600000003,293977.1650000001,260496.046,255224.389,264912.583,293594.922,290648.077,260510.86699999997,333841.317,292121.5,281584.622,294648.796,281619.057,296945.37899999996,282480.735,317176.486,289282.218,287015.057,294555.414,305120.359,330479.53699999995,284415.983,389024.20600000006,317799.948,306671.96,327260.021,344517.953,375430.699,324824.29900000006,421011.244,359974.326,348257.65,366446.049,356464.00800000003,412907.44,331609.95600000006,465221.52,384685.724,366993.801,391550.731,375875.72599999997,426224.614,340640.59900000005,438454.856,401050.17,380913.646,395298.949,378773.752,473848.46900000004,387615.30500000005,487347.894,426311.111,413412.509,431896.355,417245.09500000003,455969.54,418085.52599999995,526068.167,436607.318,430433.387,454342.082,452865.636,532278.007,444515.567,586053.8250000001,492571.822,476553.07,503928.259,462755.4919999999,565818.818,438029.152,584521.154,514287.155,488867.821,512781.154,486108.21800000005,583473.3559999999,495825.56600000005,630798.64,534790.787,521802.38,549051.445,547578.264,612892.7769999999,514995.395,697487.9369999999,580235.521,558488.812,593238.593,586193.8840000001,699147.8250000001,603732.6359999999,806487.051,642670.855,629691.448,673890.349,654925.898,774995.7940000001,655190.6680000001,887424.389,714960.846,695037.453,743134.187,744021.849,827745.777,664803.5669999999,951808.8840000001,785883.813,745523.731,797095.019,784589.032,871602.617,719242.086,955744.557,828095.825,791811.245,832794.573,811519.4620000002,912851.493,811487.966,1039722.8990000001,862185.478,845286.307,893895.455,861527.912,1061247.726,887746.9169999999,1227855.958,961387.819,936840.852,1009594.628,994961.377,1191589.588,1000538.016,1416605.931,1093275.483,1062362.994,1150923.728,1107720.132,1273580.589,1086468.288,1434176.423,1190650.361,1155923.003,1225486.358,1145871.1489999997,1362266.379,1228566.029,1449417.136,1254068.764,1245567.852,1296530.173,1250283.467,1430871.037,1253693.697,1542556.6020000002,1340577.252,1311616.067,1369351.201
"Millones de pesos a precios corrientes|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura",47997.342,49702.092,45941.332,54490.711,48849.717,47880.255,49532.869,47968.587,56897.357,41039.168,55914.393,52432.972,48635.037,50454.876,48767.145,56559.443,59700.289,76283.454,52663.294,55008.959,60327.583,76264.739,89533.744,85918.432,106310.364,82899.242,83905.638,89506.82,97159.099,106395.581,85870.821,112565.347,101777.34,96475.167,100497.712,113001.787,117577.717,110466.156,130300.956,115289.752,113681.887,117836.654,148511.816,121152.92,104703.03,123662.541,134832.368,124789.255,124507.577,124261.87,130775.16,100323.399,140286.674,127518.515,118453.476,123911.776,122946.237,144494.147,116652.438,158908.625,133720.192,128030.941,135750.362,132007.945,146335.51,119101.217,160979.916,139171.728,132481.557,139606.147,142618.132,161656.342,130432.018,173596.852,152137.237,144902.164,152075.836,178084.138,175341.006,132937.341,197007.707,176712.572,162120.828,170842.548,155865.717,167330.663,146194.479,177958.8,161598.19,156463.62,161837.415,172863.648,198180.522,150960.507,242472.395,185522.085,174001.559,191119.268,209177.87,239116.277,186923.45,275653.156,224147.074,211739.199,227717.688,223890.528,272393.847,190476.018,309032.515,248142.188,228920.131,248948.227,228468.565,281565.079,195231.072,290111.251,255016.822,235088.239,248843.992,233348.629,321043.777,226397.162,323144.9,277196.203,260263.189,275983.617,270674.149,301833.648,253669.429,349518.702,286253.899,275392.409,293923.982,290126.544,363089.983,258696.464,384822.645,326608.264,303970.997,324183.909,279495.122,365081.546,251565.199,382384.849,322288.334,298713.956,319631.679,289901.293,367645.539,273122.688,396430.732,328773.416,310223.173,331775.063,317580.189,379969.25,279848.112,452394.456,348774.72,325799.184,357448.002,361777.304,451682.266,357823.274,541241.588,406729.785,390427.615,428131.108,420468.909,517542.647,392317.94,607914.924,469005.778,443443.165,484561.105,472740.479,550324.977,393431.847,648920.916,511532.728,472165.768,516354.555,520012.174,572947.294,421066.874,639920.718,546479.734,504675.447,538486.765,525353.93,614457.89,491032.284,695704.384,569905.91,543614.701,581637.122,550288.558,728926.288,538388.127,859195.691,639607.423,605867.658,669199.666,659811.721,831069.311,613574.068,1003839.964,745440.516,701485.033,777073.766,725735.932,869400.294,654884.328,1001604.35,797568.113,750006.851,812906.226,751874.521,904928.101,763871.985,976830.037,828401.311,806891.536,849376.161,809512.065,943051.128,778002.447,1063414.437,876281.597,843521.88,898495.019
"Millones de pesos a precios corrientes|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales",20727.133,22488.304,26601.243,25170.904,21607.719,23272.227,23746.896,21813.146,23781.743,27801.734,26227.141,22797.445,24465.541,24905.941,24967.438,30992.911,35159.663,40613.008,27980.175,30373.337,32933.255,42764.466,47897.137,52018.985,59854.073,45330.802,47560.196,50633.665,54865.08,58348.897,65716.504,68101.535,56606.989,59643.494,61758.004,59503.525,61751.952,70480.423,72065.076,60627.739,63911.967,65950.244,64731.754,63930.676,70940.627,75379.092,64331.215,66534.352,68745.537,71354.34,73586.909,79200.886,84868.317,72470.625,74714.045,77252.613,75881.155,80557.315,85610.671,87405.672,78219.235,80683.047,82363.703,76407.505,78507.836,87513.828,89839.411,77457.671,80809.723,83067.145,83981.958,87085.185,92581.035,96592.787,85533.572,87882.726,90060.241,95017.41,94745.72,105598.488,110798.046,94881.565,98453.873,101539.916,105521.589,107950.019,113426.308,112064.92,106735.804,108965.972,109740.709,109933.877,109149.274,111429.961,120594.572,109541.576,110171.037,112776.921,108403.641,111699.482,115698.941,115476.156,110051.562,111934.021,112819.555,108457.931,113864.115,118490.857,128690.133,111161.023,113604.301,117375.759,121038.352,120693.055,123584.395,124467.766,120865.704,121771.934,122445.892,122145.574,126587.076,138674.819,136620.259,124366.325,129135.823,131006.932,124416.829,128074.224,139953.72,147030.519,126245.527,130814.924,134868.823,139549.679,141745.859,161005.025,172397.508,140647.769,147433.521,153674.518,159538.254,173816.548,162256.159,172546.471,166677.401,165203.654,167039.358,170494.808,187692.186,196765.658,204650.157,179093.497,184984.217,189900.702,201148.734,204763.71,207454.081,211638.251,202956.222,204455.508,206251.194,196292.854,215633.205,213597.215,225924.854,205963.03,208507.758,212862.032,202022.877,222401.44,227474.566,237483.201,212212.159,217299.628,222345.521,236434.344,239751.712,235229.701,258716.623,238093.028,237138.586,242533.095,228954.598,260963.448,261525.425,271272.44,244959.023,250481.157,255678.978,245397.28,262466.399,281184.57,294399.963,253931.84,263016.083,270862.053,270162.52,289289.302,306274.29,316007.128,279725.911,288575.371,295433.31,287371.746,312949.014,339128.622,354075.098,300160.38,313149.794,323381.12,330085.599,353823.297,382329.934,373417.714,341954.448,355412.943,359914.136,343885.6,406880.356,414082.912,415107.524,375382.978,388282.956,394989.098,388419.319,436440.618,425345.388,420253.506,412429.969,416735.108,417614.708
"Millones de pesos a precios corrientes|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113---Aprovechamiento forestal",4486.194,4312.389,4241.947,4242.287,4399.292,4346.843,4320.704,4279.683,4468.062,4352.572,4840.795,4373.873,4366.772,4485.278,4356.723,4828.564,5199.307,6299.178,4592.644,4794.865,5170.943,7191.182,6782.823,7286.926,7682.518,6987.003,7086.977,7235.862,8113.366,8362.452,8637.288,10437.423,8237.909,8371.035,8887.632,9957.092,10249.075,11522.232,12601.889,10103.084,10576.133,11082.572,12715.398,12512.38,12804.957,12911.049,12613.889,12677.578,12735.946,15450.923,14467.181,14883.73,16685.53,14959.052,14933.945,15371.841,15871.575,16295.549,15598.505,16868.675,16083.562,15921.876,16158.576,14456.081,16276.626,15217.237,15235.38,15366.354,15316.648,15296.331,18887.157,16368.804,14677.448,16523.65,17627.981,16644.47,16614.265,15579.888,15358.078,15467.704,18116.757,15468.983,15468.557,16130.607,14795.358,15672.573,15855.945,19300.417,15233.966,15441.292,16406.073,16872.585,17664.084,15533.213,17567.406,17268.335,16689.961,16909.322,20401.584,18334.341,15137.271,20109.144,19367.963,17957.732,18495.585,17957.162,19930.917,15963.112,18347.137,18944.04,17950.397,18049.582,19132.475,17423.545,15223.177,15285.158,18278.01,17259.732,16766.089,15373.063,18296.375,15941.367,19026.284,16834.719,16536.935,17159.272,15771.525,19186.311,16627.376,19074.836,17478.918,17195.071,17665.012,15991.788,19496.594,16892.415,18787.159,17744.191,17460.266,17791.989,16262.717,18282.656,15946.805,18154.582,17272.687,16830.726,17161.69,16851.183,18865.833,17156.977,18161.234,17858.508,17624.664,17758.807,18150.819,19320.245,17585.493,19233.595,18735.532,18352.186,18572.538,18140.307,20506.505,19883.932,22411.772,19323.406,19510.248,20235.629,21494.304,23376.358,21840.597,22739.777,22435.331,22237.086,22362.759,21840.246,23272.969,21914.668,23735.258,22556.608,22342.628,22690.785,22718.711,23522.018,22367.709,24346.106,23120.365,22869.479,23238.636,25469.863,21989.696,25858.264,30081.937,23729.78,24439.274,25849.94,26299.594,27088.777,27500.886,29244.479,26694.186,26963.086,27533.434,30448.961,30799.725,30903.99,32768.296,30624.343,30717.559,31230.243,31760.463,31128.122,32087.048,35349.091,31444.293,31658.544,32581.181,31650.072,32081.108,33681.553,36300.4,31865.59,32470.911,33428.283,32924.95,32211.23,32896.168,36310.154,32568.09,32677.449,33585.626
"Millones de pesos a precios corrientes|Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura",856.857,1056.097,1010.972,1117.151,956.477,974.642,1010.269,910.074,1063.193,1008.293,1333.204,986.634,993.853,1078.691,1278.525,1400.379,1721.563,2096.792,1339.452,1466.822,1624.315,1739.974,1847.614,1946.991,2426.389,1793.794,1844.86,1990.242,1878.804,2361.293,2725.39,3100.257,2120.049,2321.829,2516.436,2108.959,2535.646,2752.327,3575.705,2322.303,2465.644,2743.159,2520.79,2511.794,3571.39,4248.606,2516.292,2867.991,3213.145,2752.165,2833.089,4174.852,4807.937,2792.627,3253.369,3642.011,2658.946,3022.425,4598.051,5639.811,2840.686,3426.474,3979.808,2596.625,3453.187,4360.15,4979.521,3024.906,3469.987,3847.371,3007.294,3798.154,5170.182,5319.074,3402.724,3991.877,4323.676,2675.416,3293.504,4678.072,5760.648,2984.46,3548.997,4101.91,3429.796,4036.388,5022.061,5655.907,3733.092,4162.748,4536.038,3182.368,3291.88,4257.563,5822.558,3237.124,3577.27,4138.592,3963.776,3805.216,4654.563,6973.69,3884.496,4141.185,4849.311,3384.906,3858.12,4300.389,5987.277,3621.513,3847.805,4382.673,4050.398,3845.47,4159.331,5778.905,3947.934,4018.4,4458.526,4599.345,4542.721,3803.429,5444.048,4571.033,4315.165,4597.386,3138.401,3646.173,4791.815,6796.923,3392.287,3858.796,4593.328,3559.044,4221.968,4491.021,5820.875,3890.506,4090.678,4523.227,3791.807,4215.966,5023.04,7580.663,4003.887,4343.604,5152.869,4836.355,4914.757,5191.945,7399.907,4875.556,4981.019,5585.741,6410.545,4911.389,6262.098,9727.879,5660.967,5861.344,6827.978,6009.312,6255.071,7695.73,11506.715,6132.192,6653.371,7866.707,6533.498,6242.505,8313.935,12549.875,6388.002,7029.979,8409.953,7615.647,8442.07,9242.719,13110.216,8028.859,8433.479,9602.663,7278.298,8235.698,8954.285,13225.272,7756.998,8156.094,9423.388,9141.837,7782.099,8346.662,12219.234,8461.968,8423.533,9372.458,8617.975,9254.049,9556.777,14528.004,8936.012,9142.934,10489.201,9956.447,9140.622,10305.564,16113.955,9548.535,9800.878,11379.147,12137.531,11431.944,10436.176,14874.149,11784.738,11335.217,12219.95,10964.758,10033.942,9347.83,11997.466,10499.35,10115.51,10585.999,10953.227,10420.791,9606.369,13289.654,10687.009,10326.796,11067.51
